id,created_at,swardspeak_words,translated_words,updated_at,deleted_at,word_contribution_id,definition,examples,part_of_speech
3fd18b0a-dfbf-4529-9878-362d66b02683,2024-05-18 08:42:43.374694+00,"[""Jonta""]","[""Punta""]",2024-05-18 08:42:43.374694+00,,,Nangangahulugang pagtungo o paglalakbay patungo sa isang lugar,"[""May pista sa amin sa Sabado, jonta ka beh.""]",verb
0900c8c4-b4bd-4743-b08c-ac70173ba78f,2024-05-18 08:41:34.062598+00,"[""Berru""]","[""Beer""]",2024-05-18 08:41:34.062598+00,,,"Isang uri ng inumin na gawa mula sa fermented grains, karaniwang gawa mula sa barley. ","[""Nag-enjoy sila sa pag-inom ng berru habang nagpapahinga sa tahanan.""]",noun
de16b521-76fe-4c7f-9539-697539ac4433,2024-05-18 08:33:06.865064+00,"[""Bukes""]","[""Bukas""]",2024-05-18 08:33:06.865064+00,,,": Tumutukoy sa susunod na araw

: Nagsasaad na ang isang bagay ay hindi sarado","["": Bukas na ang aming lakad papuntang Baguio."","": Bukas pa ang tindahan kahit gabi na.""]",adverb
3f6c5310-3f15-4706-b0b8-d46d487d8ba7,2024-05-18 08:35:39.027026+00,"[""Kemerloo""]","[""Kutsilyo""]",2024-05-18 08:35:39.027026+00,,,"Isang matulis at matalim na kasangkapan na ginagamit sa paghiwa o paggupit ng mga bagay, karaniwang pagkain.","[""Gumamit siya ng kemerloo para hiwain ang mga gulay""]",noun
dd6749fa-79e2-49b4-af53-ef615caf2c0e,2024-05-18 08:31:24.85422+00,"[""Uranus""]","[""Puwet"",""Pwet""]",2024-05-18 08:31:24.85422+00,,,"Bahagi ng katawan na nasa ibabang likuran, na kilala rin bilang puwitan o pigi. Ito ay ang upuang bahagi ng katawan ng tao at iba pang mga hayop.","[""Napaupo siya nang bigla kaya sumakit ang kanyang uranus.""]",noun
2ffbf09e-9a18-4a9c-bbee-97f622788fa3,2024-05-18 08:30:00.430877+00,"[""Nyubuyak""]","[""Sibuyas""]",2024-05-18 08:30:00.430877+00,,,"Tumutukoy sa isang uri ng gulay na karaniwang ginagamit bilang pampalasa sa pagluluto. Ito ay may mga layer na balat at maaring may kulay puti, dilaw, o pula.","[""Naghiwa siya ng nyubuyak para idagdag sa nilulutong adobo.""]",noun
929917fb-196b-43d9-8f44-19efdbef5292,2024-05-18 08:28:40.327369+00,"[""Nyutasa""]","[""Mustasa""]",2024-05-18 08:28:40.327369+00,,,"Halamang-ugat na madalas gamitin bilang pampalasa sa mga pagkain, at karaniwang ginagamit sa mga sandwich, hotdog, o burger","[""Nilagyan niya ng nyutasa ang kanyang hotdog bago kainin""]",noun
ff222949-fbea-4380-afce-936720ca6fb1,2024-05-18 08:28:38.033632+00,"[""Shulubi""]","[""Pulubi""]",2024-05-18 08:28:38.033632+00,,,Tumutukoy sa isang tao na walang sapat na kayamanan o pinansyal na kagamitan at naghihirap sa buhay.,"[""Binigyan niya ng kaunting pera ang shulubi na naghihirap sa kalsada.""]",noun
a51f2738-3bf5-4584-841d-852f5fdd959f,2024-05-18 08:57:11.935942+00,"[""Holcim""]","[""Bisexual""]",2024-05-18 08:57:11.935942+00,,,"Isang  ekspresyon ng kasarian na ang tao ay nakakaramdam ng atraksiyon, romantiko man o sekswal, sa lalake at babae","[""Yung anak ni Aling Pacing, kaganda-gandang bata Holcim!""]",noun
05fe8352-ef16-4514-80ce-93a0fc2d8a09,2024-05-18 08:28:30.66136+00,"[""Jobanos""]","[""Labanos""]",2024-05-18 08:28:30.66136+00,,,"Isang uri ng gulay na mayroong puting laman at kulay-rosas o kulay-abo na balat. Ito ay karaniwang ginagamit sa mga lutuing gulay, at mayroon ding iba't ibang paggamit sa kulinarya.","[""Nagluto siya ng tinolang manok na may kasamang jobanos bilang gulay""]",noun
93695ad4-a471-40de-8c4d-ecba6a161bd1,2024-05-18 08:28:03.794545+00,"[""Luyaks""]","[""Luya""]",2024-05-18 08:28:03.794545+00,,,isang uri ng halamang-ugat na karaniwang Ginagamit bilang pampalasa sa mga lutuing Asyano. Ito ay may mapait na lasa at mayroong mga taglay na sustansya na nakakatulong sa pagdigeresyon.,"[""Ginamit niya ang luyaks bilang pampalasa sa kanyang nilutong sinigang na baboy""]",noun
691e1a9b-6762-4b5f-a783-67573553e2ea,2024-05-18 08:23:56.599156+00,"[""Nyongkamas""]","[""Singkamas""]",2024-05-18 08:23:56.599156+00,,,"Uri ng gulay na karaniwang kumakain ng hilaw. Ito ay mayroong maputing laman at may malutong na lasa, at karaniwang inuulam o iniimbak sa asin at suka bago kainin.","[""Masarap kainin ang nyongkamas kasama ng bagoong na may suka at asin.""]",noun
a9f8daa6-e47a-4f53-b092-c24dfbb9bf30,2024-05-18 08:09:13.314931+00,"[""Kalurkey""]","[""Kaloka""]",2024-05-18 08:09:13.314931+00,,,"Kolokyal na termino na ginagamit upang ipahayag ang pagkabigla, pagkamangha, o pagkabaliw sa isang sitwasyon o tao. Karaniwang ginagamit ito sa impormal na usapan upang magpahayag ng matinding reaksyon.","[""Kalurkey talaga ang dami ng tao sa mall kanina, parang may sale!""]",interjection
11a239a0-1501-400e-ab51-dc83d970c734,2024-05-18 08:23:25.449305+00,"[""Anek-Anek""]","[""sari-sari"",""Ano-ano""]",2024-05-18 08:23:25.449305+00,,,parirala na ginagamit upang tukuyin ang iba't ibang mga bagay o paksa. Ito ay kadalasang ginagamit sa pagtatanong tungkol sa maraming bagay.,"[""Anek-anek ang mga kinakailangan para sa proyekto natin sa eskwela?""]",adverb
88a55cbe-e62d-4575-b946-afee7bc1d44e,2024-05-18 08:22:49.008329+00,"[""Julamantrax""]","[""Halaman""]",2024-05-18 08:22:49.008329+00,,,"Anumang uri ng buhay na nagmumula sa kaharian ng mga halaman, kabilang ang mga puno, palumpong, damo, bulaklak, at iba pa. Ang mga halaman ay karaniwang ginagamit bilang dekorasyon, pagkain, o gamot.","[""Ang mga julamantrax sa hardin ay nagbibigay ng sariwang hangin at ganda sa paligid.""]",noun
915ea197-780b-4076-b42c-b59e31e61d70,2024-05-18 08:22:33.184479+00,"[""Kuberch""]","[""Kubo""]",2024-05-18 08:22:33.184479+00,,,"Isang maliit at simpleng bahay na karaniwang gawa sa kahoy, kawayan, at nipa o anahaw. Madalas itong matatagpuan sa mga probinsya at ginagamit bilang tirahan o pahingahan.","[""Nagpahinga kami sa kuberch pagkatapos ng mahabang araw ng pagtatrabaho sa bukid.""]",noun
1459126d-7328-4110-94cf-43cee0ed2f5f,2024-03-26 08:25:09.988297+00,"[""Ermingarde"",""Gardini""]","[""Sekyu"",""Security Guard""]",2024-03-26 08:25:09.988297+00,,,"Magbabantay tuwing Gabi kahit Umaga pa para maprotektahan ang isang establisyemento o lugar
","[""“Ang sosyal may emingarde sila.”""]",noun
6ca8edc6-b52d-4ff0-9569-accb60a0c183,2024-05-18 08:21:44.454193+00,"[""Jumutok""]","[""Pumutok""]",2024-05-18 08:21:44.454193+00,,,Nangangahulugang biglang pagsabog o paglabas ng isang bagay mula sa isang saradong espasyo dahil sa sobrang pressure o init. Maaari rin itong tumukoy sa biglaang pagsiklab o pag-alingawngaw ng tunog.,"[""Jumutok ang gulong ng kotse habang kami ay nasa daan.""]",verb
5c9804c3-a7da-497c-9927-806d0167cabb,2024-05-18 08:18:34.730649+00,"[""Awra""]","[""Umani ng atensyon""]",2024-05-18 08:18:34.730649+00,,,Salitang balbal na tumutukoy sa paraan ng pagdadala ng sarili na may kumpiyansa at istilo. Karaniwang ginagamit ito upang ilarawan ang isang tao na nagpapakita ng kanyang personalidad o kagandahan sa isang kapansin-pansing paraan.,"[""Nag-awra siya sa harap ng kamera, kaya't marami ang humanga sa kanyang ganda.\""""]",adjective
e5e602d0-953b-4af0-a3a8-0f1eb18c4295,2024-05-18 08:05:39.216596+00,"[""Shupatembang"",""Shupated"",""Jupiter""]","[""Kapatíd""]",2024-05-18 08:05:39.216596+00,,,"Isang tao na anak ng parehong mga magulang, maaari itong tumukoy sa kapatid na lalaki (brother) o kapatid na babae (sister).","[""Masaya akong kasama ang aking shupated sa paglalaro tuwing hapon.""]",noun
c396bbd8-d4be-49b8-939e-488354bde956,2024-05-18 08:15:25.744396+00,"[""Joinarett""]","[""Sinamahan""]",2024-05-18 08:15:25.744396+00,,,Nangangahulugang pagpunta o pakikipaglakbay kasama ang isang tao. Ipinapakita nito ang akto ng pagiging kasama o pag-accompany sa iba.,"[""Joinarett niya ang kanyang kaibigan sa pagpunta sa doktor.""]",verb
f5d5f65e-19e8-4af1-b705-03d474819c49,2024-05-18 08:11:37.677882+00,"[""Nota"",""Notakels""]","[""Ari ng lalaki""]",2024-05-18 08:11:37.677882+00,,,"Maselang bahagi ng katawan ng isang lalaki, na kilala rin bilang titi. Ito ay ginagamit sa medikal na konteksto o pormal na usapan.","[""Dapat turuan ang mga kabataan tungkol sa wastong pangangalaga sa kanilang notakels upang maiwasan ang mga sakit.""]",noun
5395c736-a271-4e5e-828c-5a291b9d3039,2024-05-18 08:04:10.257339+00,"[""Shunga"",""Shonga"",""Planggana""]","[""Tanga""]",2024-05-18 08:04:10.257339+00,,,Mapanlait na termino na nangangahulugang kulang sa talino o pag-unawa. Ginagamit ito upang ilarawan ang isang tao na itinuturing na hindi marunong o mabagal mag-isip.,"[""Huwag mong tawaging shunga ang iyong kapatid dahil nagkakamali lang siya minsan.""]",adjective
ad160618-f680-47e6-b902-7565c60f59db,2024-05-18 08:02:00.378724+00,"[""Spill the tea"",""Pour the tea""]","[""Sabihin mo na""]",2024-05-18 08:02:00.378724+00,,,Magpahayag ng isang bagay sa pamamagitan ng pagsasalita o pagsulat. Ito ay ginagamit upang mag-utos o magtanong kung ano ang dapat ipahayag.,"[""Spill the tea, sis upang malaman ko kung ano ang tunay na nangyari.""]",verb
67345607-339d-4dac-b824-481bee711fa6,2024-05-18 07:58:33.339266+00,"[""Mare"",""Mars"",""Kumare""]","[""Kaibigang babae""]",2024-05-18 07:58:33.339266+00,,,"Kolokyal na termino na ginagamit bilang tawagan ng magkaibigan, na katumbas ng ""bes,"" ""mare,"" o ""friend."" Madalas itong ginagamit sa impormal na usapan, lalo na sa mga kabataan o malalapit na magkaibigan.","[""Mars, sabay na tayong pumunta sa tindahan mamaya para mag-ayos ng gamit.""]",noun
46e473aa-c1d8-4961-b204-7e25fab5c129,2024-05-18 07:56:45.865364+00,"[""Kes""]","[""Ko""]",2024-05-18 07:56:45.865364+00,,,"Isang panghalip na nagpapahayag ng pagmamay-ari o pagiging bahagi ng nagsasalita. Ito ay katumbas ng ""my"" o ""mine"" sa Ingles.","[""Akin na ang libro kes, kailangan kes na itong basahin para sa klase bukas.\""""]",pronoun
f9affd7a-d70b-459d-bdf0-6ecca01b4ebf,2024-05-18 07:55:58.079472+00,"[""Gravity""]","[""Grabe 'te"",""Grabe ate""]",2024-05-18 07:55:58.079472+00,,,"Nagpapahayag ng matinding damdamin, maaaring positibo o negatibo. Ito ay karaniwang ginagamit upang magpakita ng labis na pagkabigla, paghanga, o pagkagalit.","[""Gravity ang lakas ng ulan kagabi, binaha ang buong kalsada.""]",interjection
0b945141-c463-4cc2-bb7a-4d92b6dd49fd,2024-05-18 07:55:23.862042+00,"[""Nyey""]","[""Niyo"",""Nyo""]",2024-05-18 07:55:23.862042+00,,,"Panghalip na pamilang na nagpapahayag ng pagmamay-ari o pagtukoy sa isang pangkat ng mga tao o bagay. Ito ay katumbas ng ""your"" sa Ingles.","[""Nilinis na namin ang aming bahay, sana nyey namang panatilihing malinis.""]",pronoun
e5b99edf-8528-4cfa-900f-8d9dcd5554d3,2024-05-18 07:55:22.022143+00,"[""Thinkalu""]","[""Isipin""]",2024-05-18 07:55:22.022143+00,,,mMagtangi o magbigay ng pansin sa isang bagay sa pamamagitan ng pag-iisip o pag-unawa rito. Ito ay isang pandiwa na nagpapahiwatig ng kilos o gawain ng pag-iisip.,"[""Thinkalou mong mabuti bago ka gumawa ng desisyon na maaaring magdulot ng malaking epekto sa iyong buhay.""]",verb
7f40fa08-7760-4975-a1f6-b03a11109212,2024-03-26 06:01:44.867218+00,"[""Jolina Magdangal""]","[""Mahuli""]",2024-03-26 06:01:44.867218+00,,,Tumutukoy sa pagtakbo nang mabilis upang maabutan o maagaw ang isang bagay o tao na unang lumakad o umalis.,"[""Huwag kang ma-Jolina Magdangal sa iyong trabaho kung nais mong makamit ang tagumpay.""]",verb
8395e771-929d-4e13-ba8b-a446bf55bae8,2024-03-26 06:00:08.53837+00,"[""Chanda Romero""]","[""Tiyan""]",2024-03-26 06:00:08.53837+00,,," Bahagi ng katawan ng tao kung saan naroroon ang tiyan o sikmura, ang bahagi ng tiyan sa pagitan ng dibdib at balakang.","[""Masakit ang aking Chanda Romero matapos kong kumain ng marami.\""""]",noun
2b6bdb09-36d1-46ad-ab08-eec25a72c82f,2024-03-26 05:57:18.60403+00,"[""Crayola""]","[""Umiiyak"",""Iyak"",""Cry""]",2024-03-26 05:57:18.60403+00,,,"Pagdaloy ng luha mula sa mga mata bilang reaksiyon sa emosyon tulad ng lungkot, galit, o kasiyahan.","[""Hindi napigilan ng bata na magcrayola nang mapansin niya na nawawala ang kanyang laruan.""]",verb
4b0fe868-b63e-4ef3-a986-ff06cb382fa9,2024-03-26 05:48:45.730776+00,"[""Daks"",""Dakota"",""Dako"",""Bigalou""]","[""Malaki""]",2024-03-26 05:48:45.730776+00,,,Nagpapahiwatig ng pagiging mataba o may malaking sukat o laki.,"[""Ang bahay ni Juan ay bigalou at may maraming silid.""]",adjective
ceb96a68-700d-44b8-aeb2-94d327d21937,2024-03-26 05:46:49.571195+00,"[""Winona Ryder""]","[""Aangkas ""]",2024-03-26 05:46:49.571195+00,,,"Pagbibigay ng pagkakataon sa ibang tao na sumakay o sumama sa isang sasakyan, karaniwang motor, ngunit hindi siya ang nagmamaneho.","[""Nagpaalam siya sa kaibigan na mag-Winona Ryder sa kanya papunta sa trabaho.""]",verb
86268579-0e31-4912-843a-c1dd3ffc1432,2024-03-26 05:45:27.867345+00,"[""Sunshine Dizon""]","[""Pagsikat ng araw""]",2024-03-26 05:45:27.867345+00,,,Tumutukoy sa oras kung kailan ang araw ay unti-unting lumalabas sa silanganang bahagi ng kalangitan tuwing umaga.,"[""Tuwing umaga, natutuwa ako sa magandang pananaw ng Sunshine Dizon mula sa aming bintana.""]",verb
a862edac-984a-48b5-89f2-20788ff43f84,2024-03-26 05:44:39.827376+00,"[""Skuala Lumpur""]","[""Squatter's Area""]",2024-03-26 05:44:39.827376+00,,,"Mga lugar na pansamantalang tinirahan ng mga tao na walang sariling lupa o bahay, kadalasang itinuturing na maralita.","[""Sa Skuala Lumpur, makikita mo ang kahalagahan ng pagtutulungan at pagkakaisa sa mga oras ng pangangailangan.""]",noun
07ce0077-f3d1-4ffc-9139-6dba8c1f4f1b,2024-03-26 05:39:58.104414+00,"[""Drivam""]","[""Driver""]",2024-03-26 05:39:58.104414+00,,,Tumukoy sa isang tsuper o nagmamaneho ng sasakyan.,"[""Ang drivam ng tricycle ay mahusay sa pagmamaneho at laging nagbibigay ng magandang serbisyo sa kanilang mga pasahero.""]",noun
b9daad48-c4dc-46c7-a667-df39831507ab,2024-03-26 05:34:35.838926+00,"[""Warla""]","[""Gulo-gulo"",""Away""]",2024-03-26 05:34:35.838926+00,,,"Nangangahulugang alitan, pagtatalo, o labanan sa pagitan ng dalawang o higit pang mga tao.","[""Madalas silang magkaroon ng warla dahil sa kanilang magkaibang pananaw ukol sa mga patakaran sa bahay.""]",verb
e873005b-1e1e-4920-bba0-60c7068fb267,2024-03-26 05:29:04.569198+00,"[""Sharon Cuneta"",""Sharon""]","[""Magbalot ng pagkain mula sa handaan""]",2024-03-26 05:29:04.569198+00,,,Ang pagkuha o pag-imbak ng pagkain mula sa isang handaan o piging upang dalhin sa bahay o para ipamahagi sa iba.,"[""\""Matapos ang okasyon, nagpasya kaming mag-Sharon Cuneta upang maiuwi at maibahagi sa mga kapitbahay.""]",verb
d493e38c-8e95-425f-a73c-d99e6d76e394,2024-03-25 06:37:09.902914+00,"[""48 Years"",""50 Golden Years"",""Ms Portugal"",""Katagalugan"",""Shogal""]","["" Matagal""]",2024-03-25 06:37:09.902914+00,,,Mahaba ang oras o panahon bago matapos ang isang bagay o pangyayari.,"[""\""48 years na kitang hindi nakita, kaya't sabik na sabik na akong makipagkwentuhan sa iyo.\""""]",adjective
1802fe71-8bd4-4ed3-a26c-0c1c93f8dc85,2024-03-25 06:47:33.561849+00,"[""Anaconda"",""Ahas""]","[""Traydor""]",2024-03-25 06:47:33.561849+00,,," Isang tao na nagtataksil o naglilihim ng masamang balak laban sa isang kaibigan, grupo, o bayan. ","[""\""Huwag kang magtitiwala sa kanya dahil siya ay isang anaconda at iniwan na niya ang kanyang mga kasama sa gitna ng labanan.\""""]",
08faf1a1-4309-4ab3-b615-5ebd967308e6,2024-03-25 03:34:47.003831+00,"[""Anakis"",""Junakis""]","[""Anak""]",2024-03-25 03:34:47.003831+00,,,"Supling ng mga magulang, maaaring isang bata, binatilyo, o dalaga. Ito ay maaaring tumukoy sa anak na lalaki o babae.","[""Mahal na mahal ng ina ang kanyang anakis at gagawin niya ang lahat para sa kanyang ikabubuti.""]",noun
dc9bfe46-9294-4046-a083-85c8b2bfafe2,2024-03-25 03:35:11.958839+00,"[""Anetch"",""Anekwaboom"",""Anetchewa"",""Aneklavum""]","[""Ano""]",2024-03-25 03:35:11.958839+00,,,Isang panghalip na ginagamit sa pagtatanong upang malaman o linawin ang isang bagay,"[""\""Anetch ang gagawin mo bukas pagkatapos ng klase?\""""]",pronoun
eb1d0c68-014f-4d01-84f3-b34b8922594d,2024-03-25 06:36:39.831272+00,"[""Antibiotic""]","[""Antipatika""]",2024-03-25 06:36:39.831272+00,,,"Hindi kanais-nais, hindi kaaya-aya, o hindi maganda ang ugali. Ito ay ginagamit upang ilarawan ang isang tao na mayroong mga negatibong katangian na nagiging sanhi ng hindi pagkagusto sa kanya ng iba.","[""\""Siya ay antibiotic kaya't wala siyang gaanong kaibigan sa paaralan.\""""]",
b22a8ca8-4183-4a15-b347-09668e069ac9,2024-03-25 03:36:50.067875+00,"[""Ateng""]","[""Ate""]",2024-03-25 03:36:50.067875+00,,,Paggalang at tawag sa nakatatandang kapatid na babae. Maaari rin itong gamitin bilang tanda ng paggalang sa isang babaeng mas matanda.,"[""\""Si Ateng Maria ang nag-alaga sa akin noong bata pa ako.\""""]",pronoun
72cec51d-e23d-4577-bc44-be98e1680531,2024-03-25 03:38:42.231974+00,"[""Babaita"",""Jobayels"",""Girlalu"",""Badiday"",""Girlash"",""Mirat""]","[""Babae""]",2024-03-25 03:38:42.231974+00,,,"Isang taong may kasarian na katumbas ng ""female"" o ""woman"" sa Ingles. Maaari itong tumukoy sa isang batang babae, dalaga, o matandang babae.","[""\""Ang babaita sa tindahan ay mabait at laging nakangiti sa mga mamimili.\""""]",noun
26bcc0af-7a90-42e9-b40f-38b42dca8239,2024-03-25 07:02:33.419526+00,"[""Balaj""]","[""Balahura"",""Pabaya""]",2024-03-25 07:02:33.419526+00,,,"Isang salitang balbal na ginagamit upang ilarawan ang isang tao na walang modo o walang galang, kadalasan ay bastos o walang pakundangan sa pananalita at kilos.","[""\""Ang mga sinabi niya tungkol sa akin ay balaj at hindi totoo, kaya hindi ko na siya kinausap.\""""]",adjective
0ae454f8-9e1c-4884-a695-a63bfe37c257,2024-03-25 06:48:47.77724+00,"[""Barbara Perez""]","[""Bara"",""Binara""]",2024-03-25 06:48:47.77724+00,,,"Isang hadlang o sagabal na pumipigil sa normal na daloy ng isang bagay. Maaari rin itong tumukoy sa isang bagay na nagiging sanhi ng pagbabara sa isang tubo, daanan, o anumang uri ng daluyan.","[""\""Nag-Barbara Perez ang lababo dahil sa mga naiwanang pagkain, kaya't kailangan itong linisin agad.\""""]",verb
805a3270-ef0c-43ce-a77d-d1c159933fe9,2024-03-25 03:40:51.330825+00,"[""Bayot"",""Jokla"",""Juding"",""Beki"",""Shokla"",""Baklush"",""Beklabu"",""Mariposa"",""X-Men""]","[""Bakla"",""Bading""]",2024-03-25 03:40:51.330825+00,,,Isang ekspresyon ng kasarian na ang lalaki ay may pagkakakilanlan o atraksyon sa kapwa lalaki. Ang terminong ito ay ginagamit upang ilarawan ang isang homoseksuwal na lalaki.,"[""\""Tanggap ng kanyang pamilya ang pagiging beki ni Jose at suportado nila siya sa lahat ng kanyang mga desisyon.\""""]",noun
7993fdf6-aeac-4dd4-99e3-f53218810570,2024-03-25 07:03:07.305689+00,"[""Bitter Ocampo""]","[""Nagngingitngit"",""Bitter""]",2024-03-25 07:03:07.305689+00,,,"Maaaring isalin bilang ""mapait"" kapag tumutukoy sa lasa, o ""mapait ang loob"" o ""masama ang loob"" kapag tumutukoy sa damdamin ng isang tao.","[""\""Bitter Ocampo ang lasa ng gamot na ito kaya mahirap inumin.\"""",""\""Masama ang loob ni Maria at Bitter Ocampo pa rin siya dahil sa nangyaring hiwalayan nila ng kanyang kasintahan.\""""]",
5240be71-7445-4edc-8424-88020a1c43bf,2024-03-25 07:23:58.442375+00,"[""Carmi Martin""]","[""Karma""]",2024-03-25 07:23:58.442375+00,,,"Konsepto ng sanhi at bunga, kung saan ang mabuting gawa ay nagbubunga ng mabuti at ang masamang gawa ay nagbubunga ng masama. Ito ay isang prinsipyo ng moral na pagbabalik sa isang tao batay sa kanyang mga aksyon.","[""\""Nanniniwala akong kakar-Carmi Martin din sya sa future.\""""]",
2ecccdf0-3129-416c-9a9b-8a861dbcf406,2024-03-25 03:43:52.37494+00,"[""Ces Drilon"",""Istress Drilon""]","[""Stress""]",2024-03-25 03:43:52.37494+00,,,"Pisikal o emosyonal na pagkapagod o tensyon na dulot ng iba't ibang mga pangyayari o sitwasyon. Ito ay maaaring sanhi ng trabaho, personal na problema, o kahit ng mga pangyayari sa kapaligiran.","[""\""Dahil sa dami ng kanyang trabaho, nakaramdam siya ng matinding Istress Drilon na nagdulot ng sakit ng ulo.\""""]",verb
d0e63f5d-a75e-4c76-8c2d-62e7dadd7ef6,2024-03-25 03:46:23.231104+00,"[""Chanda Romero"",""Thundercat"",""Gurang"",""Masyosyonda"",""Gurangets"",""Wrangler""]","[""Matanda""]",2024-03-25 03:46:23.231104+00,,,Isang taong may edad na o nasa yugto ng pagiging lolo o lola. Maaari rin itong tumukoy sa isang bagay na luma na o nagtagal na.,"[""\""Ang Chanda Romero sa aming barangay ay kilala sa kanyang mga kwento tungkol sa kasaysayan ng lugar namin.\""""]",adjective
80f4a5cd-d8dd-4e80-b2ed-689c76729174,2024-03-25 03:49:01.366358+00,"[""Chikadora"",""Chismakers"",""Siete Pecados""]","[""Tsismosa""]",2024-03-25 03:49:01.366358+00,,,"Isang tao, kadalasang babae, na mahilig magkalat o makialam sa tsismis o balitang walang katiyakan ang katotohanan.","[""\""Si Aling Nena ay kilalang chikadora sa aming barangay, kaya't lahat ng balita tungkol sa mga kapitbahay ay alam niya.\""""]",noun
62c5c85a-1478-450f-a0dd-8ddadfd51b6d,2024-03-25 03:49:44.102487+00,"[""Chipipay"",""Tsip"",""Badodels"",""Dyologs""]","[""Baduy""]",2024-03-25 03:49:44.102487+00,,,"Isang salitang balbal na tumutukoy sa isang bagay o tao na hindi naaayon sa uso, walang porma, o hindi maganda ang istilo. Madalas itong ginagamit upang ilarawan ang mga damit, gawi, o kilos na itinuturing na hindi kaakit-akit o hindi cool.","[""\""Chipipay ang suot niyang damit kahapon, kaya pinagtawanan siya ng kanyang mga kaklase.\""""]",adjective
75368236-edf0-42ce-8d31-2b5725327e5a,2024-03-25 03:50:09.835219+00,"[""Chocolate""]","[""Maitim ang balat""]",2024-03-25 03:50:09.835219+00,,,Kulay ng balat ng isang tao na tila mas madilim kaysa sa karaniwan. Karaniwang ginagamit ang terminong ito para ilarawan ang mga taong may kulay ng balat na itim o malapit sa kulay ng itim.,"[""\""Kahit na chocolate siya, si Juan ay kilalang guwapo at mabait na kababayan.\""""]",adjective
cd06cf26-a79b-4390-a07b-cc4562005686,2024-03-25 07:08:05.087893+00,"[""Coffeemate""]","[""Magising sa Katotohanan""]",2024-03-25 07:08:05.087893+00,,,"Isang idyoma na nangangahulugang pagkilala o pagtanggap sa totoong sitwasyon, bagay, o katotohanan sa kabila ng pagiging mahirap o masakit nito. Ito ay isang pagpapakita ng matatag na pag-unawa at pagtanggap sa realidad.","[""\""Matapos ang ilang buwan ng pagtanggi, wakas na niyang natutunan na Coffeemate na hindi na sila magkasama ng kanyang dating kaibigan.\""""]",noun
898646f6-dc91-493d-8f27-eafa60c65792,2024-03-25 06:59:54.100418+00,"[""Compared to Lugaw""]","[""Kaysa Wala""]",2024-03-25 06:59:54.100418+00,,,Isang idyoma sa Tagalog na nangangahulugang mas mahusay o mas mabuti pa rin kahit pa maliit lamang ang pagkakaiba o ang kakulangan. Ito ay nagpapahiwatig ng pagpapahalaga sa kahit na anong bagay na mayroon kaysa sa wala.,"[""\""Mas pinipili ko pa rin ang simpleng bahay na ito caompared to lugaw. \""""]",noun
b65f7228-4c6e-4ce8-8813-6a40aa270842,2024-03-25 06:54:36.724804+00,"[""Daot""]","[""Insulto""]",2024-03-25 06:54:36.724804+00,,,"Isang salita, kilos, o gawi na nagdudulot ng pagpapahiya, pagkasaktan, o pagkaasar sa damdamin ng ibang tao. Ito ay isang hindi magandang gawain na maaring makaapekto sa relasyon at pagkakaibigan.","[""\""Ang pagsasabi ng masasakit na salita ay isang uri ng daot na maaaring makasira sa pag-uugnayan ng mga tao.\""""]",
991de5ce-ab4a-4467-91dd-21ef23ef7807,2024-03-25 03:51:08.805286+00,"[""Duty Free"",""Jutay"",""Chiquito"",""Chisay"",""Juty Fry"",""Juts"",""Jotis""]","[""Maliit"",""Munti""]",2024-03-25 03:51:08.805286+00,,,"Nagpapahiwatig ng hindi malaki o hindi mataas ang sukat, lawak, o taas ng isang bagay. Maaari itong tumukoy sa kabuuang sukat, bilang, o kahalagahan ng isang bagay.","[""\""Ang bahay ni Maria ay chisay lamang subalit puno ng pagmamahal at kasiyahan.\""""]",adjective
6e97cf6b-f630-4567-b9d8-b6704e2ec198,2024-03-25 03:53:17.574383+00,"[""Dyowa"",""Watut"",""Jowa"",""Jowabels""]","[""Karelasyon""]",2024-03-25 03:53:17.574383+00,,,"Isang tao na may romantikong ugnayan o relasyon sa ibang tao. Ito ay maaaring maging kasintahan, nobyo, nobya, asawa, o kahit na kasintahan sa labas ng kasal.","[""\""Matagal na silang magkawatut ni Ana, at balak na nilang magpakasal sa susunod na taon.\""""]",noun
b3a554dd-e800-4a9d-98ee-9383a4bd0da3,2024-03-25 03:54:28.775488+00,"[""Echoserang Palaka"",""Echoserang Froglet""]","[""Sinungaling""]",2024-03-25 03:54:28.775488+00,,,Isang tao na madalas magsinungaling o hindi nagsasabi ng totoo. Ito ay isang negatibong katangian na nagdudulot ng kawalan ng tiwala sa iba.,"[""\""Hindi maganda ang magiging reputasyon mo kung ikaw ay kilala bilang isang echoserang palaka.\""""]",noun
57fb8926-c40b-4fd1-8875-3b84264eb6e6,2024-03-25 06:55:51.906515+00,"[""Eksena"",""Eksenadora""]","[""Mahilig Pumapel"",""Mahilig Sumabat""]",2024-03-25 06:55:51.906515+00,,,"Tumutukoy sa isang tao na madalas na sumasali o nagsasalita nang biglaan sa isang usapan o talakayan, kahit hindi siya direktang tinatanong o kinakausap. Ito ay maaaring isang negatibong katangian kung ito ay labis na ginagamit at hindi nire-respeto ang proseso ng pag-uusap.","[""\""Siya ay mahilig umeksena sa usapan kahit hindi naman siya kasali sa pag-uusap.\""""]",adjective
